x,y,z
-174.603685,90.309544,205.650759
-173.739460,90.742011,205.444350
-172.881018,91.015707,205.252140
-172.027141,91.129649,205.073968
-171.176468,91.082748,204.909654
-170.327496,90.873817,204.759000
-169.483738,90.162063,204.650722
-168.631680,89.633092,204.525773
-167.773925,89.269140,204.386129
-166.912604,89.037260,204.234921
-166.049145,89.036773,204.064264
-165.185749,89.301048,203.871849
-164.323840,89.676770,203.670564
-163.463622,90.065771,203.468521
-162.604291,90.355567,203.274812
-161.743962,90.431314,203.098505
-160.878519,90.113552,202.953543
-160.015985,90.067742,202.786795
-159.152639,89.983331,202.623061
-158.288006,89.847876,202.463269
-157.424033,89.751449,202.300399
-156.561226,89.697637,202.134255
-155.711210,90.069482,201.935640
-154.843213,89.796578,201.786485
-153.959966,89.095664,201.669509
-153.063112,88.101297,201.573972
-152.148069,86.753712,201.503882
-151.224241,85.324856,201.438739
-150.267500,83.284480,201.417371
-149.348071,82.159250,201.328131
-148.472948,81.972239,201.170505
-147.704395,83.865518,200.862894
-146.915775,85.243990,200.593646
-146.058016,85.215422,200.426425
-145.156133,84.347732,200.319478
-144.219745,82.875622,200.255407
-105.461794,75.047136,193.237039
-104.633422,73.495176,193.200889
-103.785802,71.507702,193.196743
-102.997255,70.402345,193.131743
-102.308577,70.973011,192.948675
-101.694079,72.751552,192.680954
-100.944660,72.203504,192.577865
-100.126828,70.398523,192.564602
-99.281124,67.913416,192.601753
-98.452553,65.519573,192.634788
-97.636399,63.132704,192.669703
-96.875010,61.761717,192.631913
-96.185604,61.975834,192.478019
-95.594589,64.353313,192.165692
-95.153734,69.503735,191.655045
