x,y,z
-48.834126,-125.952559,198.569559
-48.306611,-127.201666,198.567983
-48.004321,-131.071974,198.826460
-47.569806,-133.455823,198.936574
-47.095409,-135.407807,199.003292
-46.569620,-136.779853,199.012166
-45.984968,-137.462676,198.952731
-39.530067,-136.095039,197.564206
-38.832597,-135.114158,197.345670
-38.069080,-133.136457,197.032113
-37.413452,-132.652414,196.862701
-36.800740,-132.774267,196.751594
-36.233210,-133.565657,196.704471
-35.591609,-133.231174,196.550129
-34.997344,-133.607164,196.463565
-34.434840,-134.482407,196.424330
-33.897784,-135.779628,196.424824
-33.373157,-137.306894,196.446690
-32.848598,-138.871250,196.471620
-32.320265,-140.410854,196.493768
-31.768042,-141.579391,196.480682
-31.183029,-142.200415,196.416095
-30.573308,-142.386600,196.310868
-29.916945,-141.712210,196.125659
-29.297133,-141.672682,195.999878
-28.680372,-141.671544,195.877857
-28.069649,-141.769285,195.765160
-27.462058,-141.914973,195.657025
-26.858570,-142.131586,195.555532
-26.260041,-142.441854,195.462720
-25.645704,-142.412502,195.338859
-25.044826,-142.654327,195.239955
-24.462151,-143.292673,195.177254
-23.888770,-144.154654,195.134779
-23.316985,-145.078110,195.097674
-10.022825,-143.705013,192.356645
-9.444976,-144.562369,192.312907
-8.863238,-145.258168,192.255115
-8.275121,-145.599927,192.166951
-7.681356,-145.559399,192.046237
-7.082813,-145.110169,191.890973
-6.489982,-144.990754,191.763957
-5.898866,-144.943550,191.643218
-5.310719,-145.113542,191.540925
-4.721919,-145.184440,191.430354
-4.134832,-145.408486,191.332715
-3.546842,-145.486426,191.222884
-2.959337,-145.572097,191.113784
-2.372365,-145.681830,191.006769
-1.785514,-145.730974,190.894795
-1.198698,-145.622147,190.769839
-0.612661,-145.496454,190.643650
-0.027281,-145.109763,190.496130
0.556674,-144.614500,190.339965
1.139058,-144.144231,190.186165
1.720319,-143.842400,190.046438
2.300799,-143.652986,189.916108
2.880951,-143.594244,189.796587
3.470116,-145.240487,189.815478
4.048535,-144.848604,189.668907
4.604925,-141.803294,189.308513
5.167375,-140.231782,189.068104
5.715299,-137.587142,188.742329
6.254518,-134.704166,188.398677
6.793118,-132.308644,188.095229
7.332837,-130.413163,187.832675
7.876134,-129.081071,187.615739
8.429711,-128.641988,187.470198
9.003307,-129.527967,187.429654
9.538385,-128.088296,187.205497
10.091758,-127.841214,187.075784
10.703300,-130.664276,187.187015
11.290579,-132.018453,187.182264
11.878188,-133.273628,187.169306
12.463321,-134.319546,187.139632
13.033301,-134.646570,187.053842
13.586211,-134.268159,186.913422
14.123880,-133.340579,186.730860
14.650448,-132.081865,186.523264
15.169529,-130.658014,186.303571
15.735750,-130.994849,186.219331
16.320567,-131.946450,186.181964
16.902761,-132.759712,186.133740
17.491915,-133.749715,186.098674
18.078670,-134.614888,186.053817
18.662208,-135.342716,185.998303
19.242209,-135.936283,185.932449
19.817198,-136.365910,185.854105
20.385511,-136.599966,185.761001
20.945808,-136.618646,185.651771
21.513341,-136.830464,185.556992
22.097380,-137.453115,185.492731
22.687565,-138.203632,185.437769
23.282049,-139.029313,185.388137
23.863817,-139.527418,185.314084
24.453695,-140.196141,185.252457
25.036128,-140.676206,185.176789
25.645896,-141.744295,185.144068
26.148659,-140.470587,184.939946
26.666978,-139.585304,184.764686
27.137315,-137.757869,184.521444
27.548631,-134.830153,184.199399
28.005565,-132.921920,183.952162
28.439570,-130.650033,183.679557
28.931720,-129.565132,183.493058
29.440646,-128.834982,183.332411
30.015852,-129.343459,183.260508
30.598528,-129.971254,183.196939
31.151205,-130.053107,183.094411
31.739670,-130.754508,183.035750
32.316933,-131.245498,182.962003
32.859404,-131.141726,182.846229
33.414999,-131.260435,182.746154
33.968184,-131.339402,182.643288
34.559758,-132.031724,182.583266
35.070707,-131.438165,182.433451
35.662301,-132.114403,182.372102
36.206734,-132.053423,182.259459
36.797826,-132.699637,182.195741
37.343166,-132.650581,182.083899
37.945354,-133.439183,182.029695
38.515649,-133.747758,181.942326
39.064547,-133.744534,181.833549
39.658801,-134.384698,181.768709
40.219383,-134.541168,181.670753
40.765054,-134.490109,181.558681
41.387488,-135.490715,181.517907
41.977619,-136.035283,181.446021
42.564236,-136.523410,181.370189
43.153712,-137.041718,181.296273
43.721514,-137.266429,181.202501
44.257700,-137.076658,181.080899
44.769467,-136.578835,180.938794
45.286961,-136.166852,180.802615
52.914294,-135.583404,179.246792
53.492318,-135.927284,179.160798
54.130036,-136.931757,179.117320
