x,y,z
-98.164832,-79.225610,204.479620
-96.998177,-76.072189,203.989693
-95.744264,-72.102915,203.415432
-95.241949,-73.779399,203.453979
-94.606970,-74.431098,203.382036
-93.957271,-74.958048,203.296925
-93.293352,-75.363145,203.198984
-92.635478,-75.801421,203.104966
-91.916703,-75.754177,202.958987
-90.920566,-73.494086,202.576224
-90.249098,-73.770365,202.466199
-89.640323,-74.536872,202.408876
-89.105289,-75.884100,202.413881
-88.820513,-79.200337,202.630262
-88.593286,-82.906537,202.890085
-87.957863,-83.436110,202.808012
-87.400838,-84.560825,202.790374
-86.991659,-86.811905,202.894579
-86.577180,-89.005062,202.992973
-86.093657,-90.661803,203.033612
-86.286723,-97.328513,203.619951
-86.158070,-101.526914,203.939732
-85.771180,-103.840340,204.053470
-84.880983,-102.524559,203.769296
-84.124849,-102.150034,203.589021
-83.107526,-99.809520,203.195456
-81.980189,-96.540650,202.703809
-81.107990,-95.143103,202.416470
-80.501619,-95.795642,202.350252
-80.191878,-98.762828,202.532997
-80.592279,-107.104939,203.298084
-80.021641,-108.049329,203.262928
-79.672233,-110.653660,203.407995
-79.042660,-111.153724,203.324652
-78.798989,-114.554864,203.556141
-78.367073,-116.544353,203.634341
-77.408196,-114.553254,203.281062
-76.664646,-114.161305,203.101841
-76.116593,-115.261494,203.083960
-75.839064,-118.450500,203.291312
-75.597767,-121.923653,203.529191
-74.832374,-121.363354,203.331810
-74.456734,-123.819710,203.459524
-73.774525,-123.893236,203.330704
-73.096075,-123.984053,203.204048
-72.348351,-123.510832,203.017320
-66.103523,-122.394211,201.690964
-65.641323,-124.207080,201.748655
-65.366993,-127.668830,201.979066
-65.201323,-132.105179,202.311095
-64.905954,-135.449904,202.527724
-64.893723,-141.351538,203.010570
-64.186717,-141.131585,202.852716
-63.426755,-140.415528,202.643601
-62.652699,-139.544618,202.418967
-61.878057,-138.638739,202.191341
-61.153161,-138.164214,202.009018
-60.545712,-138.768685,201.938635
-55.208429,-138.689671,200.877009
-54.673156,-139.974011,200.876796
-54.217249,-142.100701,200.961535
-53.825367,-144.941690,201.117665
-53.049402,-143.729887,200.864624
-52.288859,-142.644772,200.625048
-51.435426,-140.508634,200.280688
-50.510287,-137.517848,199.851879
-49.575751,-134.330332,199.405036
-48.669495,-131.358350,198.981506
-47.768470,-128.339516,198.555158
-46.947701,-126.155738,198.213338
-46.410048,-127.289135,198.200243
-45.947624,-129.341057,198.277546
-45.483484,-131.400644,198.355140
-44.948273,-132.618989,198.349513
-44.389203,-133.556135,198.316048
-38.684790,-133.024768,197.144649
-38.074126,-133.209007,197.039076
-37.429138,-132.881757,196.884660
-36.746667,-131.970227,196.674791
-36.103392,-131.604502,196.517550
-35.547611,-132.555867,196.485904
-34.941017,-132.728438,196.380176
-34.316086,-132.599191,196.246006
-33.696784,-132.539808,196.118693
-33.119994,-133.160839,196.055732
-32.572943,-134.283618,196.039906
-32.045196,-135.756204,196.056660
-31.526673,-137.422892,196.091197
-31.003081,-139.044097,196.120992
-30.466711,-140.480819,196.133091
-29.914231,-141.662716,196.121053
-29.326767,-142.223981,196.051067
-28.698659,-142.018795,195.910025
-28.063888,-141.657576,195.754836
-27.448796,-141.652232,195.632799
-26.837520,-141.705336,195.516322
-26.251999,-142.275335,195.447439
-25.629616,-142.071668,195.307653
-24.990272,-141.471210,195.131888
-24.365195,-141.138894,194.980992
-23.771220,-141.478232,194.891471
-23.137562,-140.888176,194.717685
-22.521465,-140.667437,194.577739
-21.932138,-141.072561,194.494546
-21.361844,-141.959808,194.454758
-20.803956,-143.198187,194.446296
-10.597409,-142.743254,192.391154
-10.018749,-143.489533,192.338122
-9.438898,-144.221448,192.283673
-8.859985,-145.063828,192.238492
-8.277896,-145.777218,192.182078
-7.676093,-145.198396,192.015513
-7.081835,-145.037764,191.884826
-6.488866,-144.901019,191.756358
-5.897332,-144.808503,191.631811
-5.305013,-144.558975,191.494197
-4.714726,-144.404164,191.364774
-4.128613,-144.645084,191.268715
-3.541535,-144.736298,191.160155
-2.954914,-144.835796,191.052368
-2.368646,-144.929078,190.944138
-1.781580,-144.715614,190.810529
-1.195515,-144.489125,190.676046
-0.610267,-144.124976,190.530406
-0.026594,-144.101904,190.413123
4.046932,-144.609807,189.649589
4.612339,-142.752540,189.385099
5.184289,-142.136396,189.221368
5.740463,-140.114367,188.945156
6.286326,-137.591322,188.629786
6.826017,-135.038344,188.313175
7.358880,-132.406363,187.991418
7.888090,-129.931119,187.683271
8.420896,-128.056965,187.423837
8.967059,-127.277750,187.251795
9.527823,-127.471424,187.156862
10.071091,-126.701624,186.986167
10.677685,-129.336019,187.082863
11.260621,-130.547531,187.067239
11.833545,-131.190794,187.006870
12.431552,-132.907948,187.029843
13.004021,-133.403370,186.957408
13.579409,-133.991552,186.892023
14.137328,-133.865494,186.771363
14.680474,-133.209322,186.610034
15.217333,-132.388175,186.436383
15.772250,-132.268140,186.316811
16.337887,-132.529298,186.226464
16.883719,-132.140521,186.086591
17.423925,-131.610615,185.936226
18.001519,-132.264650,185.875820
18.559430,-132.306905,185.769001
19.153368,-133.389548,185.740606
19.732502,-134.006900,185.676879
20.313152,-134.639908,185.614139
20.896140,-135.309014,185.553905
21.478421,-135.933362,185.490131
22.060385,-136.526218,185.423830
22.643429,-137.124084,185.357728
23.232406,-137.842664,185.300379
23.821188,-138.530986,185.240579
24.405406,-139.091411,185.171167
24.988856,-139.617186,185.099056
25.567597,-140.024155,185.018108
26.142784,-140.344376,184.930729
26.712373,-140.539907,184.834205
27.277055,-140.632240,184.730165
27.838080,-140.652543,184.620925
28.400783,-140.710813,184.514475
28.968424,-140.868488,184.415223
29.541533,-141.130467,184.323466
30.101473,-141.140096,184.213563
30.657201,-141.076134,184.098442
31.209383,-140.954413,183.979273
31.771205,-141.013699,183.873081
32.266728,-139.909811,183.684353
32.687329,-137.562233,183.408174
33.146988,-135.961773,183.185706
33.565593,-133.741795,182.920414
34.049303,-132.654752,182.735407
34.520288,-131.401577,182.539255
35.058557,-131.247128,182.420144
35.616581,-131.405925,182.322886
36.184339,-131.711357,182.235760
36.793233,-132.630415,182.190957
37.371369,-133.069897,182.112802
37.918963,-133.051882,182.003067
38.522706,-133.850052,181.949342
39.068933,-133.807300,181.837843
39.670413,-134.548980,181.779921
40.222443,-134.583933,181.673664
40.835466,-135.463356,181.624787
41.414520,-135.860726,181.542987
41.986944,-136.161624,181.454566
42.558269,-136.443367,181.364787
43.130058,-136.727366,181.275102
43.703933,-137.035021,181.186949
44.281575,-137.387712,181.101755
