x,y,z
121.502424,-33.972275,157.332586
118.813529,-33.402667,157.817318
117.502148,-32.868012,158.032604
117.252106,-32.361444,158.040382
117.745115,-31.874338,157.902866
118.663264,-31.397948,157.682186
120.004049,-30.931465,157.378769
120.518310,-30.444889,157.237096
120.272616,-29.940908,157.244227
118.768817,-29.408251,157.497716
115.579703,-28.836433,158.081154
113.032986,-28.281309,158.538970
109.780298,-27.712541,159.135228
107.286739,-27.164908,159.583151
106.674792,-26.660792,159.662676
107.246946,-26.182616,159.510248
111.867016,-25.791383,158.564736
116.607868,-25.402321,157.595526
121.732961,-25.015938,156.550574
126.404007,-24.609009,155.593694
127.180377,8.223460,152.740555
128.407364,8.701043,152.458722
127.140688,9.173343,152.670297
125.049904,9.641526,153.045128
123.044938,10.107445,153.403179
122.248323,10.577057,153.522049
121.730127,11.047404,153.585816
121.603372,11.519499,153.572056
121.654806,11.992486,153.522997
121.350897,12.463174,153.544374
121.460944,12.936337,153.483713
121.686623,13.410282,153.400128
122.070693,13.885394,153.285135
122.658886,14.362078,153.129660
123.355709,14.839679,152.952634
124.090134,15.317654,152.768144
124.920001,15.796350,152.564726
125.016691,16.269943,152.506670
125.584326,16.746877,152.355238
126.548342,17.226461,152.125228
128.326271,17.710386,151.733958
130.017446,18.191762,151.360048
131.748126,26.706394,150.317791
133.593512,27.176806,149.914297
135.098029,27.641222,149.578682
135.996794,28.105010,149.362870
136.225255,28.573246,149.279204
135.654289,29.049128,149.352949
135.000481,29.525149,149.443060
134.541069,29.999155,149.494906
134.556496,30.469645,149.453170
135.319339,30.933354,149.264234
