x,y,z
46.614235,-119.358453,179.158151
47.366035,-121.896675,179.218233
48.082078,-123.965107,179.246756
48.768445,-125.653273,179.249877
49.432387,-127.056897,179.234036
50.067235,-128.110050,179.195129
50.661485,-128.693608,179.125635
51.207309,-128.732526,179.020931
51.827973,-129.592520,178.968944
52.451786,-130.475160,178.918198
53.059562,-131.172548,178.855390
53.636576,-131.529412,178.770663
54.172729,-131.444343,178.657676
54.628920,-130.513776,178.490975
55.044113,-129.172815,178.298635
55.430235,-127.559104,178.089614
55.808990,-125.902939,177.878560
56.203810,-124.440752,177.680279
56.629624,-123.314516,177.503494
57.084713,-122.497180,177.346322
57.588446,-122.170485,177.219877
58.085711,-121.785824,177.089943
58.570756,-121.288967,176.953200
59.051031,-120.753874,176.814257
59.530749,-120.221418,176.675640
60.005428,-119.649156,176.534746
60.471376,-119.003374,176.389533
60.925730,-118.259040,176.238508
61.366486,-117.399767,176.080721
61.806511,-116.545674,175.923505
62.276486,-115.975225,175.783690
62.720018,-115.173508,175.630087
63.159603,-114.346753,175.475205
64.487719,-121.457192,175.797307
64.706809,-118.634651,175.521911
64.058773,-108.229967,174.794493
62.907975,-93.115741,173.779223
62.360090,-82.938836,173.050736
107.921812,-64.898444,162.560253
105.306112,-41.637052,161.164677
103.436621,-18.256333,159.611771
102.530576,4.727930,157.901000
114.882564,20.077700,154.196994
115.333488,25.804374,153.636973
115.843813,33.172633,152.930230
116.371336,35.734688,152.615278
127.428046,33.988298,150.573072
131.586367,23.599772,150.605212
132.260663,18.379452,150.901153
132.955921,13.550215,151.160792
133.606446,10.263074,151.302476
138.002272,9.396271,150.504737
138.652014,6.351308,150.626663
139.263599,4.057135,150.694397
139.774324,3.385890,150.648625
140.202925,3.961636,150.516554
140.563253,5.569447,150.313118
141.078070,4.685483,150.284028
141.869636,-0.381180,150.544151
142.656474,-5.126152,150.778757
143.369132,-8.709662,150.932527
143.907018,-9.922047,150.925881
144.177935,-7.561924,150.678261
144.116215,-0.473882,150.107647
