x,y,z
-99.763965,31.098409,195.724331
-99.056304,31.532078,195.548774
-98.351270,32.342858,195.342729
-97.649939,33.320213,195.123720
-96.952557,34.296570,194.905573
-96.258480,35.109209,194.701541
-64.816542,33.540148,188.614794
-64.221290,33.663817,188.486950
-63.627708,33.519425,188.381478
-63.035717,33.348725,188.278483
-62.445476,32.983246,188.191849
-61.856742,32.728593,188.096401
-61.269560,32.484811,188.000366
-60.684016,32.190455,187.908813
-60.099862,31.978988,187.810720
-59.516978,31.877789,187.703811
-58.935321,31.886669,187.588092
-58.354580,32.164359,187.450452
-57.774923,32.716597,187.290452
-57.196690,33.582709,187.104925
-56.620460,34.324173,186.930043
-56.045919,34.797186,186.777568
-55.472727,34.961234,186.650765
-54.901740,36.005844,186.451993
-54.330159,34.336578,186.476252
-53.762455,32.504533,186.514663
-53.196172,31.657907,186.472329
-52.637560,29.143886,186.568613
-52.079552,27.581873,186.586737
-51.520966,26.595784,186.557392
-50.965806,25.379298,186.547668
-50.413871,24.025551,186.549868
-49.861451,23.007390,186.524378
-49.305001,22.657299,186.443160
-48.768924,20.257896,186.534474
-48.220048,19.440997,186.493137
-47.660137,19.814420,186.351743
-47.117355,18.650388,186.340153
-46.558642,19.117579,186.191286
-45.995105,20.226631,185.988688
-45.440656,20.563892,185.851348
-44.887503,20.900272,185.714336
-44.338193,20.940562,185.602430
-43.790849,20.885180,185.498779
-43.244346,20.860584,185.392763
-42.702718,20.399729,185.323583
-42.167468,19.361829,185.303111
-41.622533,19.509790,185.183216
-41.077625,19.781662,185.053138
-40.532032,20.272251,184.904941
-39.983870,21.251577,184.716050
-39.433235,22.839806,184.476602
-38.882549,24.908178,184.197664
-38.336544,26.748453,183.938407
-37.795826,27.982043,183.730080
-37.259892,28.366947,183.592482
-36.726173,28.429245,183.481849
-36.189720,29.700305,183.271284
-35.657201,30.100865,183.133074
-35.126567,30.167606,183.022685
-34.594929,31.143834,182.837315
-34.064415,32.384450,182.630428
-33.535420,34.030941,182.390467
-33.008632,35.285216,182.183193
-32.483314,36.187563,182.005147
-31.959124,36.900561,181.842894
-31.435561,37.139945,181.719707
-30.912854,37.305949,181.602723
-30.390893,37.312185,181.499024
-29.869416,36.854566,181.433561
-29.348824,36.186196,181.385602
-28.829285,35.231384,181.361404
-28.311089,34.072389,181.354260
-27.794595,32.600792,181.373157
-27.280154,30.899342,181.411359
-26.767586,29.202148,181.449582
-26.256459,27.629680,181.477833
-25.748588,25.568593,181.546906
-25.232017,26.457540,181.371691
-24.716440,27.427404,181.190019
-24.202174,28.373860,181.010531
-23.689337,29.210698,180.840339
-23.179908,28.832329,180.770741
