x,y,z
-163.172509,71.830105,204.910404
-156.856361,71.689199,203.673349
-155.975661,72.140841,203.462107
-155.094310,72.492847,203.258929
-141.845708,71.029660,200.760121
-140.993350,71.183442,200.578973
-140.138458,71.238020,200.405482
-139.282470,71.222933,200.237502
-138.423100,71.099036,200.077801
-137.560242,70.866565,199.926337
-136.701583,70.663069,199.773321
-135.841865,70.394375,199.625457
-134.981428,70.066320,199.482331
-134.172566,70.591311,199.279259
-133.319932,70.303490,199.134368
-132.433358,69.377818,199.035215
-131.524184,67.991046,198.969508
-130.597794,66.202910,198.933399
-98.929948,60.452049,193.145842
-98.164862,58.980160,193.115619
-97.410957,57.635208,193.077168
-96.689939,57.055253,192.982317
-96.017035,57.730561,192.793763
-95.341397,58.256671,192.616937
-94.621048,57.493575,192.537276
-93.887411,56.232101,192.495969
-93.148193,54.622320,192.482197
-92.409952,52.804512,192.485724
-91.684397,51.172501,192.476481
-90.961819,49.373411,192.481565
-90.265917,48.484956,192.417046
-89.602428,48.954747,192.247252
-88.962320,50.330244,192.007608
-88.311959,51.122534,191.813892
-87.673112,52.253436,191.594609
-87.036296,53.330575,191.380149
-86.394167,54.102503,191.189734
-85.735647,54.204053,191.051201
-85.061173,53.644897,190.963841
-84.372311,52.411009,190.929117
-83.696594,51.536631,190.867430
-83.025813,50.726387,190.801446
-82.362438,50.109315,190.721042
-81.707968,49.787181,190.618147
-81.064553,49.891419,190.482379
-80.423930,50.033293,190.344069
-79.783410,50.083851,190.213287
-79.140408,49.914772,190.100075
-78.492693,49.398610,190.014469
